file_idx,event_idx,gen_particle_idx,eta,phi,pt,vx,vy,vz,sum_e,sum_e_minus_pt,Q2,x,y
4,702,48,-2.69485449791,2.461410284042,94.779510498047,0.0,0.0,0.0,233.340040949846,422.034942902285,12292.9248046875,0.043236169964,0.269241780043
4,703,42,-2.405309677124,-0.589466452599,133.761734008789,0.0,0.0,0.0,175.7831930676,305.070929819816,23175.037109375,0.096273854375,0.227953642607
4,705,27,-2.739929437637,1.130116939545,106.557403564453,0.0,0.0,0.0,126.811307830569,217.900256512284,13211.392578125,0.089010290802,0.140553876758
4,706,71,-2.45769238472,-1.627427220345,85.075378417969,0.0,0.0,0.0,122.439332703864,232.26166971124,13987.5888671875,0.027449302375,0.482554078102
4,707,55,-2.796471118927,-1.027042984962,109.440147399902,0.0,0.0,0.0,82.891162148389,87.643462332526,12822.8896484375,0.184105783701,0.065955795348
4,708,39,-2.889007091522,1.274308085442,101.746467590332,0.0,0.0,0.0,86.317124055916,73.802785944705,10867.77734375,0.216991841793,0.047427669168
4,709,20,-2.398357868195,-1.502606391907,164.117324829102,0.0,0.0,0.0,151.384407414489,98.852213623881,28632.689453125,0.457164317369,0.059309497476
4,710,24,-2.670713424683,0.170231074095,82.936470031738,0.0,0.0,0.0,313.24236664759,556.055352868249,11019.7236328125,0.027767887339,0.375804811716
4,711,30,-2.733786582947,-2.931817293167,115.39575958252,0.0,0.0,0.0,82.190696633476,105.435976824811,14395.36328125,0.181838080287,0.074967361987
4,712,34,-2.679550409317,1.351379513741,81.290512084961,0.0,0.0,0.0,294.185226777862,577.385704173025,10705.9970703125,0.026486996561,0.382762014866
4,713,32,-2.319608688354,-1.828409194946,57.414600372314,0.0,0.0,0.0,9.955943965022,10.006414831212,10837.5302734375,0.014748938382,0.695831358433
4,714,7,-2.758255958557,0.577421605587,116.976982116699,0.0,0.0,0.0,92.699885756975,56.845298703005,14239.876953125,0.345196574926,0.039063777775
4,715,57,-2.330649852753,0.92194801569,64.043899536133,0.0,0.0,0.0,50.940921511317,90.535231471621,11956.1298828125,0.017234420404,0.656944096088
4,716,70,-2.826586961746,-0.554815769196,89.381340026855,0.0,0.0,0.0,160.453602621421,283.061221964065,10161.94921875,0.045003231615,0.213829562068
4,717,19,-2.787366390228,-3.133920907974,84.952812194824,0.0,0.0,0.0,225.341028806193,434.96898500066,10044.796875,0.033788237721,0.28152051568
4,718,54,-2.580327987671,0.310921907425,111.515396118164,0.0,0.0,0.0,165.065655609788,307.2915517431,16218.6181640625,0.065846599638,0.233246386051
4,719,26,-2.605992794037,-1.237382173538,73.101783752441,0.0,0.0,0.0,112.598307180054,218.713975580244,10362.4130859375,0.020261829719,0.48430249095
4,720,24,-2.035784482956,2.439415931702,164.954605102539,0.0,0.0,0.0,289.116819435906,527.554160698854,41355.734375,0.114493571222,0.342049568892
4,721,22,-2.743004322052,-2.381025075912,109.075904846191,0.0,0.0,0.0,101.047864294603,160.023686737164,13482.1259765625,0.108627341688,0.117531344295
4,722,23,-2.616496801376,-0.236507475376,74.511337280273,0.0,0.0,0.0,84.587251046149,162.113320246046,10451.8564453125,0.021112158895,0.46880826354
4,723,55,-2.321600198746,-0.665712475777,99.862548828125,0.0,0.0,0.0,373.488605283714,708.49452327783,18812.466796875,0.037912007421,0.469897806644
4,724,73,-2.204464912415,-2.42165851593,94.548820495605,0.0,0.0,0.0,183.274262199435,349.649366240166,20024.904296875,0.034254927188,0.553581893444
4,725,18,-2.170422315598,0.992876589298,140.869033813477,0.0,0.0,0.0,309.36890863297,578.684037623217,30868.4140625,0.081848531961,0.357139497995
4,726,37,-2.508660316467,-2.000409603119,107.280555725098,0.0,0.0,0.0,237.11516759074,454.115789642861,16761.962890625,0.05065118894,0.313378840685
4,727,46,-2.701218366623,3.010094165802,98.089233398438,0.0,0.0,0.0,174.47400839166,330.031327967672,12641.4921875,0.050110079348,0.238895341754
4,728,58,-2.82746219635,0.181214317679,89.537422180176,0.0,0.0,0.0,183.935971544051,337.535618163973,10170.787109375,0.045481078327,0.211766973138
4,729,39,-2.565783023834,2.773681879044,136.139236450195,0.0,0.0,0.0,114.063092520441,118.491200442539,20089.962890625,0.245620027184,0.077455058694
4,732,29,-2.39489030838,2.419753074646,63.84778213501,0.0,0.0,0.0,9.508414333442,14.394385191396,11177.8779296875,0.016661457717,0.635302901268
4,733,72,-2.819863319397,3.132011890411,98.368949890137,0.0,0.0,0.0,141.9233660969,229.203915374576,11259.2158203125,0.075846247375,0.140575125813
4,734,35,-2.620246887207,-0.901054441929,133.099609375,0.0,0.0,0.0,134.509676870184,77.424925763928,18600.271484375,0.370292365551,0.047567352653
4,735,40,-2.640906333923,1.881107568741,87.181289672852,0.0,0.0,0.0,299.292034528058,585.322817623807,11934.2041015625,0.031122174114,0.363126546144
4,736,18,-2.751405239105,-2.771188735962,99.503021240234,0.0,0.0,0.0,138.163795179429,246.632763277998,12195.9990234375,0.061370339245,0.18818859756
4,737,71,-2.323215723038,-0.428626209497,157.166030883789,0.0,0.0,0.0,178.549216540775,250.28675314528,29559.708984375,0.17030531168,0.164363890886
4,738,41,-2.380172014236,2.56568312645,112.391319274902,0.0,0.0,0.0,256.108577190654,494.386713690619,19968.1796875,0.051467154175,0.367403060198
4,739,35,-2.87371134758,1.743356466293,102.941764831543,0.0,0.0,0.0,81.184383028787,75.073533427918,11164.927734375,0.207854315639,0.050866436213
4,740,17,-2.651569843292,-1.923959255219,126.538223266602,0.0,0.0,0.0,139.405748414563,122.379585096363,17138.02734375,0.246988639235,0.065708011389
4,741,61,-2.338762998581,-1.081928014755,69.556510925293,0.0,0.0,0.0,27.799730091482,47.875041183212,12880.333984375,0.019534954801,0.624380230904
4,742,33,-2.77131319046,-1.058866620064,109.954025268555,0.0,0.0,0.0,108.450710849555,117.160237595185,13211.3232421875,0.147384926677,0.084884360433
4,743,3,-2.492180585861,2.782405614853,143.546234130859,0.0,0.0,0.0,103.293144857067,131.977070626724,22800.943359375,0.22424480319,0.096286386251
4,744,12,-2.486780643463,0.848504841328,152.463409423828,0.0,0.0,0.0,125.368702147172,59.760371624596,24348.470703125,0.50880587101,0.045316256583
4,745,35,-2.462838411331,-2.850022554398,132.243392944336,0.0,0.0,0.0,154.911977835725,270.614928266967,21631.07421875,0.106954969466,0.191518872976
