file_idx,event_idx,gen_particle_idx,eta,phi,pt,vx,vy,vz,sum_e,sum_e_minus_pt,Q2,x,y
5,3,49,-1.276669979095,-2.239562749863,215.945022583008,0.0,0.0,0.0,488.547100160763,918.856770994667,115662.796875,0.183518797159,0.596825778484
5,5,29,-1.265933513641,1.754940032959,193.413360595703,0.0,0.0,0.0,516.593712165875,999.885423944411,104712.796875,0.154273971915,0.642749190331
5,11,111,-1.269068479538,1.242798924446,249.080856323242,0.0,0.0,0.0,441.282709491074,798.095941539982,134428.75,0.236404284835,0.538482069969
5,15,117,-0.845680654049,1.571046948433,134.365783691406,0.0,0.0,0.0,226.279127340632,433.222195873593,110742.8203125,0.125296533108,0.836972057819
5,18,56,-0.990619301796,-1.435040473938,1.292679190636,0.734950602055,-1.699979543686,-2.127361297607,886.803761992137,1617.136621689568,169243.1875,0.207741975784,0.771474182606
5,27,38,-3.18295788765,-2.474777698517,0.44406542182,0.266930609941,-0.121356546879,-1.196636676788,249.97717603048,429.071017754822,113018.859375,0.119036361575,0.89909529686
5,34,36,-1.274722218513,-1.023835420609,251.060943603516,0.0,0.0,0.0,450.784263181669,836.479335355788,134733.484375,0.239747986197,0.532175719738
5,37,75,-1.295200586319,-0.353381901979,307.843231201172,0.0,0.0,0.0,393.240571654009,633.921360902985,161857.34375,0.369778990746,0.4145000875
5,41,51,-1.062172532082,2.591536521912,244.076904296875,0.0,0.0,0.0,487.175504603357,916.089156228599,162006.4375,0.242638394237,0.632276713848
5,45,35,-1.518805027008,2.547953128815,254.555999755859,0.0,0.0,0.0,316.735331582497,561.906714187868,107022.7109375,0.256878316402,0.394532620907
5,58,77,-0.632882297039,-2.086678743362,206.905731201172,0.0,0.0,0.0,530.862774919533,1014.796857910945,210967.953125,0.250639766455,0.797078251839
5,65,10,-1.178701162338,1.525901317596,300.494323730469,0.0,0.0,0.0,1589.990676673948,2863.467091802462,177514.59375,0.342135101557,0.491327255964
5,66,33,-1.25125002861,-2.205713510513,283.156799316406,0.0,0.0,0.0,409.266206168227,740.225452891186,155566.921875,0.303990572691,0.484609127045
5,73,27,-1.125812292099,-1.749033927917,253.924270629883,0.0,0.0,0.0,477.552777220305,906.642270793605,158150.796875,0.25284922123,0.592303454876
5,79,45,-0.844715535641,0.424081146717,190.743194580078,0.0,0.0,0.0,620.034688838761,1213.894317496677,157360.25,0.193829879165,0.768791854382
5,81,21,-0.603718578815,-2.192714691162,260.565124511719,0.0,0.0,0.0,685.368741262273,1311.002724711397,273543.21875,0.344555914402,0.751797139645
5,82,13,-0.609985470772,1.29094684124,365.088562011719,0.0,0.0,0.0,563.760590382864,1023.551854363587,380878.21875,0.554850757122,0.650046527386
5,85,41,-0.815378785133,-0.223166763783,213.176498413086,0.0,0.0,0.0,518.420880451996,998.18860001239,181103.171875,0.228948667645,0.749069988728
5,86,23,-1.591218352318,0.007133257575,292.2373046875,0.0,0.0,0.0,322.729843541955,463.169500002837,114282.4375,0.428251862526,0.252705484629
5,87,82,1.093862652779,0.614767432213,0.689685642719,0.002795747016,1.5271447e-05,0.004212790169,910.680452843469,1679.221713473269,115690.1640625,0.173889026046,0.630026340485
5,89,60,-0.882230639458,2.272974729538,224.288787841797,0.0,0.0,0.0,601.879336599666,1154.997296252815,178221.828125,0.235141962767,0.717736780643
5,90,87,-1.161700606346,-3.056413650513,275.573425292969,0.0,0.0,0.0,486.276339509951,887.284234977665,165584.015625,0.289636641741,0.541376471519
5,96,15,-1.148596525192,2.763412475586,295.215881347656,0.0,0.0,0.0,369.35474718161,650.911328474629,179726.375,0.330422252417,0.515082716942
